Latitude,Longitude
41.04701800,-73.54252500
41.39227200,-73.45455600
41.30209800,-72.92859000
41.12235473,-73.41303571
41.66932544,-72.78153829
41.39360300,-73.45142800
41.66112200,-72.79221000
41.54500000,-72.71522500
41.55531900,-73.03429200
41.74192100,-72.71727000
41.29627100,-72.95623900
41.26468200,-72.93825300
41.17256800,-73.20267200
41.36506100,-72.92835100
41.67342200,-72.78398100
41.67137600,-72.77166800
41.64959300,-72.78518100
41.30285900,-72.92832800
41.29577100,-73.07885400
41.58267100,-73.03704300
41.21956000,-73.19898200
41.66860800,-72.91391000
41.13618400,-73.29072700
41.10767600,-73.42312200
41.19488400,-73.18047300
41.19166600,-73.20406700
41.18373200,-73.15665800
41.05737600,-73.51590200
41.50765800,-72.98058400
41.48184000,-72.84096200
41.74247300,-72.71810700
41.78957200,-72.75109200
41.28981700,-72.95903900
41.28966600,-72.96159200
41.12238930,-73.37033500
41.71145100,-72.22011700
41.29248100,-72.78842900
41.21135900,-73.20975500
41.18233200,-73.15647700
41.44294600,-73.40529900
41.39226400,-73.46557000
41.76942600,-72.61877600
41.35896000,-72.21009300
41.71240060,-72.60863800
41.76123000,-72.53000900
41.81351400,-72.51027600
41.56067200,-72.65593600
41.67081400,-72.77682100
41.71036300,-72.76451500
41.68249300,-72.77673800
41.30796000,-72.89824100
41.31497300,-72.91823100
41.31955700,-72.89930800
41.25994900,-72.89305100
41.28891300,-72.93171900
41.31322100,-72.94378700
41.32479300,-72.92337200
41.30868400,-72.90096400
41.68374000,-72.70989200
41.38892700,-72.86503100
41.11786100,-73.42084800
41.66302800,-71.92120600
41.67549300,-73.00175500
41.13004490,-73.37890680
41.31055700,-72.94101400
41.66259700,-72.76260300
41.68210300,-72.78801100
41.35082100,-72.86791400
41.04123000,-73.56118400
41.72152500,-72.83002700
41.77728100,-72.52138700
41.48682800,-73.05803600
41.76567300,-72.74844500
41.31744200,-72.90144100
41.55101000,-73.41843000
41.51435123,-72.98565636
41.21300300,-73.19176600
41.37398800,-72.91310200
41.30803900,-72.92426300
41.84135400,-72.86521700
41.05186400,-73.53943000
41.27886100,-72.96075600
41.64036200,-72.76977900
41.21221300,-73.21054300
41.18722600,-73.18076500
41.42839745,-73.41602928
41.76353400,-72.61628600
41.76941300,-72.64373800
41.77020800,-72.67753400
41.75246800,-72.68297600
41.66800100,-72.80618600
41.33220200,-72.97469700
41.29747800,-72.94911000
41.31353800,-72.92358300
41.38064800,-72.89221300
41.64492000,-72.67864300
41.05711600,-73.53779700
41.05956500,-73.53721100
41.54408800,-73.00461000
41.54379800,-73.03510400
41.76763400,-72.69992600
41.75596700,-72.67515000
41.79044900,-72.70250200
41.73718500,-72.69288800
41.76711500,-72.71134300
41.77751000,-72.67665100
41.77011400,-72.67501100
41.73299700,-72.70795900
41.76573000,-72.67350600
41.74310000,-72.69030000
41.77264300,-72.68962600
41.76167500,-72.67818300
41.79744200,-72.66879000
41.72810300,-72.69591300
41.78384500,-72.68644400
41.73986000,-72.70963200
41.80658900,-72.70481200
41.55500000,-72.79930000
41.54030000,-72.79370000
41.53419000,-72.77373000
41.68239400,-72.77889900
41.32361300,-72.96363400
41.54833900,-72.80465800
41.50620000,-72.77650000
41.53518600,-72.80983500
41.53870000,-72.80220000
41.53744400,-72.80067300
41.53407300,-72.80281100
41.53305800,-72.79274700
41.51118500,-72.80732100
41.53270000,-72.79290000
41.52509500,-72.82488100
41.54905400,-72.79375800
41.60415400,-72.72004800
41.19408100,-73.20581300
41.27463300,-72.87438600
41.76220000,-72.69283000
41.73823800,-72.66705900
41.54297200,-72.80709700
41.54623700,-72.79095800
41.54235600,-72.79355500
41.31671900,-72.91582900
41.09920500,-73.41604200
41.56169600,-73.00631600
41.57225514,-73.01060698
41.19692000,-73.20007300
41.78624400,-72.59499900
41.73505900,-72.67816100
41.55202000,-72.68781900
41.66874800,-72.80450000
41.66561900,-72.79943200
41.30422300,-72.93092200
41.30390300,-72.92027000
41.31338300,-72.93018000
41.15956200,-73.41928400
41.11032100,-73.42482100
41.12690900,-73.38869200
41.14344700,-73.42696900
41.04764500,-73.54292000
41.04779500,-73.55086300
41.86722800,-72.45336400
41.55842400,-73.05232900
41.58517500,-73.04232500
41.28990600,-72.96297800
41.20355100,-73.17928100
41.05108600,-73.52863000
41.32570400,-72.88212500
41.50510500,-72.81663000
41.54787700,-73.03829200
41.57350200,-73.04081000
41.56238500,-73.05145400
41.21188300,-73.20852400
41.17399100,-73.19774800
41.27345600,-72.48835900
41.29599200,-72.53214300
41.07617600,-73.49739400
41.70750800,-72.77655800
41.33247800,-72.93527500
41.36889600,-73.27068800
41.41032300,-72.75584000
41.04917400,-73.53316200
41.20406600,-73.13165100
41.50292500,-72.81071000
41.76139600,-72.74404300
41.74080000,-72.72206000
41.18422200,-73.19763400
41.17950900,-73.20292800
41.18920100,-73.18069600
41.37915700,-73.43377600
41.53525500,-72.79064100
41.30374100,-72.94524000
41.30995200,-72.93281200
41.11026700,-73.42453200
41.54684560,-73.01772768
41.56349189,-73.00456707
41.63481000,-72.73319000
41.96812600,-72.60226100
41.14505700,-73.26592300
41.69955900,-72.78776600
41.68342100,-72.76867800
41.30604800,-72.92570500
41.73031400,-72.18075100
41.46872900,-72.84438100
41.55818400,-73.04887000
41.57752793,-73.04514473
41.67175400,-72.94941400
41.30772900,-72.92464000
41.04813200,-73.55484500
41.30955300,-72.11164200
41.19470014,-73.13114508
41.79617000,-73.12018200
41.76093500,-72.73954000
41.47658483,-73.39828686
41.33011000,-73.08595800
41.75839233,-72.88638942
41.29951200,-72.93464800
41.07854300,-73.43363100
41.04952700,-73.53569800
41.76570000,-72.74248300
41.13654000,-73.36558500
41.36334600,-72.90864500
41.35360200,-72.92999600
41.53301600,-72.77706800
41.48707900,-73.06187900
41.31192200,-72.94699500
41.31987500,-72.91340800
41.31071800,-72.93000400
41.30386700,-72.92755900
41.25300700,-73.11618700
41.55346777,-73.03862992
41.55343003,-73.02817175
41.19250600,-73.19762500
41.21215100,-73.19387100
41.36836400,-72.91978000
41.29924200,-72.94246800
41.15874300,-73.41849700
41.56519600,-73.04854500
41.55273100,-73.03093900
41.76549000,-72.71806000
41.28662100,-72.97497800
41.71417300,-72.67914200
41.81259128,-72.84559976
41.81826300,-72.69542200
41.19465800,-73.18044400
41.27740800,-72.52096300
41.37523000,-72.91600400
41.52906000,-72.77769300
41.66692300,-72.76700700
41.31044100,-72.94818700
41.30101000,-72.93650000
41.30705100,-72.92815400
41.30607400,-72.92582300
41.30626100,-72.93550500
41.04955700,-73.52170700
41.55388000,-73.02832500
41.56150000,-73.02620300
41.55364800,-73.03085100
41.54602700,-73.03250100
41.57367600,-73.04268600
41.69490300,-72.68938200
41.81434600,-72.65701400
41.07660400,-73.47082000
41.76353300,-72.54158100
41.29005700,-72.94032700
41.29512000,-72.89367300
41.32216800,-72.87997900
41.30664900,-72.93128400
41.30726600,-72.88378000
41.09530000,-73.39920000
41.06753900,-73.54683700
41.81765100,-72.66885100
41.69468900,-72.65690000
41.17424600,-73.20280400
41.20455656,-73.16321058
41.68088500,-72.95237500
41.39325000,-73.45212700
41.67274800,-72.79875200
41.33417400,-72.94752800
41.31578200,-72.92272600
41.10903800,-73.39899000
41.05893100,-73.52788300
41.17171624,-73.40406986
41.05711600,-73.53778700
41.11899500,-73.37179400
41.08424800,-73.49218300
41.25055430,-72.87112360
41.41737300,-72.89445900
41.77596200,-72.52136800
41.77542900,-72.53308900
41.53783800,-72.80206100
41.69235000,-72.77125800
41.31765600,-72.87219500
41.31772500,-72.91968700
41.32852800,-72.95160400
41.31202500,-72.92210600
41.11799800,-73.42255500
41.55087800,-73.03897200
41.55400900,-73.03100900
41.14087800,-73.30142700
41.18175600,-73.16194700
41.18689600,-73.19706000
41.14104100,-73.25690700
41.81364100,-72.52491000
41.53482700,-72.80338100
41.53586300,-72.79343600
41.53792400,-72.80751000
41.29066000,-72.92101200
41.31974000,-72.91618700
41.51985000,-72.73335900
41.49001800,-72.80952100
41.55389700,-73.02927900
41.30437100,-72.93103300
41.30079900,-72.93291100
41.27363200,-72.48750200
41.88888415,-72.60398524
41.31015900,-72.92872400
41.30749100,-72.91847700
41.31105800,-73.04377500
41.44705300,-73.52535600
41.86849400,-72.46471700
41.55378400,-73.02838000
41.84951600,-72.64437700
41.36466500,-72.11646500
41.09343000,-73.41908100
41.84341300,-72.21190700
41.80689100,-73.11178400
41.54831979,-73.05711981
41.68431200,-72.80213800
41.67174100,-72.77607900
41.30383000,-72.92902800
41.30552400,-72.95259300
41.29107900,-72.93409400
41.31548500,-72.93903700
41.60883500,-72.85804400
41.56229800,-73.01784000
41.74234000,-72.71687000
41.64029400,-72.78886900
41.19586200,-73.18033000
41.17156000,-73.19611200
41.21948400,-73.21616800
41.01473951,-73.65185247
41.79186800,-72.70530400
41.79004900,-72.68151200
41.75880400,-72.70673600
41.75341100,-72.69349900
41.73308200,-72.68781200
41.77136600,-72.67870600
41.75739700,-72.70511700
41.80625800,-72.55878000
41.76487800,-72.49614700
41.28037800,-72.98556000
41.23214400,-73.15090300
41.19833400,-73.13479300
41.48453200,-72.82386200
41.57007900,-73.04082300
41.56230100,-73.04767600
41.74642400,-72.67332700
41.79316200,-72.68180000
41.76901100,-72.67669300
41.76812400,-72.68607900
41.75867500,-72.66955500
41.76009500,-72.71286700
41.76777400,-72.67535200
41.75808600,-72.69199000
41.75561800,-72.67527100
41.76381800,-72.68671400
41.74182700,-72.67237100
41.54760000,-72.63913000
41.09910000,-73.41890000
41.05618100,-73.52140900
41.04864400,-73.53963900
41.82931100,-72.73386200
41.53007100,-72.80866700
41.50670400,-72.77431900
41.14445300,-73.48686600
41.14869900,-73.42717300
41.66836800,-73.07863100
41.17529300,-73.19213200
41.38998900,-73.51077500
41.27710291,-72.95685021
41.77111900,-72.64262900
41.38238976,-72.90206619
41.77598600,-72.68761000
41.76217200,-72.68001700
41.74698000,-72.68368800
41.31140000,-72.89770000
41.39276100,-73.51907000
41.36532600,-72.92244500
41.73444600,-72.68144300
41.73768100,-72.67119100
41.76771700,-72.69549000
41.74654000,-72.69400100
41.73543900,-72.67528800
41.75803300,-72.68709200
41.78028300,-72.67627300
41.65896400,-72.76201900
41.68559700,-72.77265800
41.33077200,-72.93530600
41.30118500,-72.91544200
41.30893500,-72.92576800
41.09160000,-73.45180000
41.24112000,-73.12334600
41.79648500,-72.52104700
41.77321600,-72.53325800
41.32432100,-72.88121500
41.29754200,-72.94905700
41.39308200,-73.07762200
41.48674100,-72.04174700
41.58225500,-73.03620400
41.18447400,-73.19219000
41.18415400,-73.19729300
41.35939288,-73.19288141
41.66069100,-72.78173500
41.14554800,-73.49528900
41.09732600,-73.41600300
41.83477700,-72.66510500
41.56169056,-73.04709752
41.21057700,-73.43183200
41.18608800,-73.18760300
41.80662400,-72.53773900
41.54325800,-72.80696200
41.67448000,-72.77516600
41.66780000,-72.78142900
41.31740000,-72.94452000
41.13231800,-73.39533500
41.11766800,-73.41365000
41.28152600,-72.87693000
41.19563200,-73.23100900
41.75613100,-72.68712300
41.75882700,-72.66945400
41.55644500,-72.66848200
41.46908800,-73.02890500
41.69830400,-72.79790400
41.67054700,-72.79354000
41.66905600,-72.78558300
41.29109200,-72.93390800
41.19528600,-73.13176300
41.55749700,-73.03967800
41.55344100,-73.03734500
41.83765200,-72.73343000
41.17181400,-73.21164100
41.18279300,-73.19444500
41.13292800,-73.28340600
41.66575500,-72.60333800
41.37091500,-72.90752500
41.76158200,-72.68794500
41.80179500,-72.69707300
41.74729400,-72.69407200
41.76384700,-72.68811000
41.78322800,-72.69928600
41.78726300,-72.67353100
41.77044500,-72.67429400
41.77811600,-72.69224700
41.74875000,-72.67367100
41.69284200,-72.79758400
41.26850300,-72.89239000
41.31753000,-72.94978000
41.32173200,-72.10339900
41.55405100,-73.03466100
41.27468900,-72.83092700
41.01848300,-73.64562200
41.78900800,-72.67850800
41.27124600,-72.60796700
41.33343600,-72.93513700
41.06795427,-73.50411490
41.54816635,-73.04215788
41.17689500,-73.18880900
41.16552700,-73.21879400
41.69234800,-72.77124200
41.37729800,-71.83320900
41.77954100,-72.61018000
41.46993800,-73.03274400
41.31887000,-72.89937400
41.10126000,-73.42046700
41.17745300,-73.19781400
41.77643000,-72.62009800
41.69243300,-72.75935700
41.31605500,-72.89724100
41.32236800,-72.93326100
41.36912800,-72.56507000
41.53934600,-73.05465000
41.60286200,-73.11639600
41.75351200,-72.76402800
41.34402000,-73.08322500
41.14394300,-73.25369700
41.67307500,-72.78964900
41.29806800,-72.89251000
41.31380000,-72.92495600
41.48467600,-72.09930400
41.55838837,-73.04674005
41.17393500,-73.18792300
41.02364171,-73.63080077
41.03032000,-73.59880400
41.33909600,-72.97630400
41.06198900,-73.52815800
41.52721700,-73.48170000
41.56340400,-73.04348500
41.55505500,-73.03600600
41.64678000,-72.78896000
41.17507300,-73.20134000
41.69991300,-72.92823100
41.27661700,-72.86902500
41.98665200,-72.55199500
41.77140000,-72.69730000
41.77504300,-72.68652700
41.75944000,-72.67373000
41.49573100,-73.08622700
41.66854300,-72.78180900
41.68204700,-72.77877300
41.68709900,-72.76290800
41.67026400,-72.77844200
41.30475900,-72.92276900
41.29096000,-72.93328000
41.10062700,-73.41925100
41.54478800,-72.09553500
41.57829800,-72.06340300
41.66046300,-72.63942800
41.80636000,-73.11857000
41.54095300,-72.99932400
41.57492100,-73.08424700
41.69942800,-72.89569800
41.40502100,-73.46013700
41.77786800,-72.68558900
41.75953900,-72.67428500
41.75882200,-72.66943800
41.72490700,-72.71102100
41.66664400,-72.80830400
41.66998100,-72.87573300
41.55929500,-73.04692400
41.29294900,-72.76086800
41.18184800,-73.19473400
41.28072100,-72.87626200
41.76887500,-72.68807900
41.74509700,-72.70848300
41.76772000,-72.69729900
41.77736400,-72.69839400
41.66650200,-72.80749600
41.66806000,-72.80651100
41.14298100,-73.49218300
41.30755700,-72.92633800
41.29764200,-72.37691400
41.55379000,-73.04197600
41.16240900,-73.22571300
41.68929600,-72.92860700
41.70291800,-72.51685100
41.42121300,-72.90483900
41.36911700,-72.91932500
41.36312700,-72.92253100
41.76109100,-72.71554000
41.36249900,-72.63511100
41.20784200,-73.10404100
41.19865300,-73.09941600
41.21223600,-73.07904800
41.68128000,-72.76852300
41.31847600,-72.94754800
41.31850000,-72.93378700
41.33409000,-72.92685900
41.10347100,-73.41994800
41.75621700,-71.92365200
41.54375731,-72.99118782
41.93119500,-72.64729400
41.66677100,-72.92168900
41.72798700,-72.67378800
41.74390400,-72.68232600
41.42848700,-72.08221200
41.30349600,-72.92368500
41.60042100,-72.87815000
41.77314000,-73.10081300
41.26749500,-72.97715100
41.71492400,-72.21886100
41.19346000,-73.16788100
41.99746400,-72.81693000
41.87764511,-72.97813215
41.81965900,-72.69568200
41.18595500,-73.20372300
41.03464257,-73.56401286
41.76834400,-72.68527700
41.30963000,-72.93696000
41.09482800,-73.41911800
41.15590113,-73.42747260
41.09378000,-73.51782600
41.05230900,-73.53401800
41.17922100,-73.18946100
41.18708700,-73.17938200
41.20175800,-73.20257800
41.33610000,-73.09006400
41.77418100,-72.69248900
41.77797500,-72.68582400
41.73259700,-72.67455200
41.12871900,-73.40081900
41.30287600,-72.37643400
41.05092300,-73.54224800
41.35469600,-71.96820200
41.54068000,-72.99327600
41.39228500,-73.39832100
41.18179100,-73.16844900
41.17268700,-73.19681600
41.93092300,-72.55535900
41.76870200,-72.67553900
41.75777100,-72.68114800
41.78190900,-72.69552100
41.20265600,-73.10083500
41.22328800,-73.05327400
41.19367800,-73.08435900
41.23325300,-72.98903000
41.23168100,-73.04533200
41.79319000,-72.71629000
41.18044876,-73.18751375
41.75666700,-72.70955100
41.78691000,-72.67378000
41.65544100,-72.78259600
41.55336500,-73.03924400
41.90908600,-73.04945100
41.28350100,-72.81015300
41.17435900,-73.20283700
41.18967100,-73.15602600
41.78079100,-72.59299200
41.75763100,-72.68237800
41.53479300,-72.79114300
41.55852900,-72.66303000
41.65861900,-72.76418000
41.36344600,-71.96305800
41.86361700,-72.16215600
41.27257400,-72.94924600
41.18921300,-73.17761500
41.19139000,-73.17723900
41.19028200,-73.18231100
41.76828100,-72.67305000
41.32857900,-72.95717100
41.18885600,-73.18606800
41.19722600,-73.20127600
41.18590000,-73.18087600
41.39941600,-73.43431700
41.07076300,-73.62669400
41.74449000,-72.68076000
41.14760000,-73.49420000
41.79630900,-73.12544500
41.26343400,-73.16716700
41.28498400,-72.96365100
41.68133400,-72.94368600
41.98644500,-72.59315400
41.73423500,-72.67488500
41.14466800,-73.49275300
41.33080600,-72.93683000
41.33181500,-72.93534400
41.19253000,-73.15339700
41.48821700,-72.84126000
41.56226100,-73.04644500
41.27873500,-72.94262600
41.29717200,-72.95243200
41.67407700,-72.77515100
41.30736700,-72.89662200
41.29357000,-72.89772400
41.55793500,-73.04707500
41.18022800,-73.21152900
41.67068700,-72.95760300
41.16337300,-73.23284200
41.75236000,-72.68024700
41.31300100,-72.87381100
41.28241800,-72.95655900
41.73687700,-72.67100000
41.32680900,-72.06882200
41.75772700,-72.70360800
41.68568600,-72.89514300
41.75668800,-72.64289800
41.11039300,-73.42497500
41.55832500,-71.79763100
41.28537100,-72.95660100
41.31635500,-72.89735800
41.10381500,-73.42479400
41.17611700,-73.17294900
41.79624500,-72.41091800
41.32229000,-73.26633400
41.30994300,-72.92134600
41.28650100,-72.93632400
41.35854100,-72.11585300
41.82592400,-72.49524000
41.54687600,-73.01723300
41.74912900,-72.69800300
41.39187100,-73.44665300
41.20585900,-73.22222000
41.20442800,-73.20505700
41.76941400,-72.67302300
41.80335800,-72.69523300
41.67827400,-72.77589700
41.31074200,-72.95065100
41.30137300,-72.93531700
41.29773000,-72.94092300
41.29917300,-72.37581300
41.65832700,-72.85973000
41.29418800,-73.07313400
41.04567000,-73.54009500
41.61722100,-72.08503100
41.56778000,-73.00691100
41.54816700,-73.00872400
41.58386200,-73.07457800
41.73138400,-72.74382100
41.27579600,-72.95275700
41.27600900,-72.95269000
41.02749900,-73.56538900
41.73944800,-72.67693100
41.52500400,-72.80608200
41.47381900,-72.20094300
41.73711600,-72.67547700
